"d061645","abdominoplasty","abdominoplasties","panniculectomy","panniculectomies"
"d057128","aberrometry","aberrometries"
"d006305","health status indicators","health status index","health status indices","health status indexes","health risk appraisal"
"d006324","heart arrest induced","cardioplegia","cardiac arrest induced"
"d006353","heart assist devices","heart assist pump","device vascular assist","artificial ventricle","ventricle assist device","ventricular assist device","artificial heart ventricle"
"d018611","heart bypass left","left heart bypasses"
"d018610","heart bypass right","cavopulmonary anastomosis","shunt cavopulmonary","anastomoses cavopulmonary","right heart bypasses"
"d006334","heart function tests","cardiac function test"
"d006355","heart lung machine",
"d016041","heart lung transplantation","grafting heart lung"
"d000070276","heart rate determination","determination pulse rate"
"d006350","heart valve prosthesis","valve prostheses heart","prosthesis heart valve","cardiac valve prosthesis","valve prostheses cardiac"
"d063193","heavy ion radiotherapy","heavy ion radiotherapies","heavy ion therapy","heavy ion therapies","heavy ion radiation therapy","carbon ion radiotherapy","carbon ion therapy","carbon ion therapies","carbon ion radiation therapy"
"d006383","hemadsorption inhibition tests",
"d006385","hemagglutination inhibition tests",
"d006462","hemolytic plaque technique","jerne plaque technique","plaque technic hemolytic","jerne plaque technic"
"d006612","high frequency ventilation","high frequency oscillation ventilation","high frequency positive pressure ventilation"
"d016591","histocytological preparation techniques","preparation technic cytohistologic","preparation technic cytohistological","preparation technic histocytologic","preparation technic histocytological","preparation technique cytohistologic","preparation technique cytohistological","histocytologic preparation technique"
"d065386","historically controlled study","historically controlled studies","historical controlled study","historical controlled studies","historical control study","historical control studies"
"d018718","home infusion therapy","home infusion therapies","infusion therapy outpatient","infusion therapies outpatient"
"d020249","hormone replacement therapy","therapies hormone replacement"
"d056865","ideal body weight","body weight normal","body mass ideal","ideal body masses","ideal body weight formula","ideal body weight chart"
"d061705","image guided biopsy","biopsies image guided","imaging guided biopsy","imaging guided biopsies"
"d021621","imaging three dimensional","3 d imaging","3 d image","three dimensional image","computer generated 3d imaging","three dimensional imaging computer generated","computer assisted three dimensional imaging"
"d007104","immune adherence reaction",
"d007123","immunoelectrophoresis two dimensional","immunoelectrophoresis 2 d","immunoelectrophoresis 2d","immunoelectrophoresis crossed"
"d017403","in situ hybridization",
"d066298","in vitro techniques","in vitro as topic","in vitro"
"d000072231","in vivo dosimetry","dosimetries in vivo"
"d007201","indicator dilution techniques","dilution technic indicator","technic indicator dilution","dilution technic","dilution technique"
"d019552","infection control dental",
"d015918","infusion pumps implantable","drug delivery systems implantable","pump implantable infusion","programmable implantable medication systems","implantable medication systems programmable","pump implantable peristaltic"
"d007261","infusions intra arterial","infusion intraarterial","regional arterial infusion"
"d020128","inhibitory concentration 50","ic50"
"d007269","injections intra arterial","injection intra arterial"
"d007270","injections intra articular","injection intra articular"
"d015601","injury severity score","iss score"
"d057148","insecticide treated bednets","net insecticide treated bed","mosquito net treated"
"d007316","insemination artificial heterologous","insemination heterologous","insemination donor artificial","aid","insemination artificial human donor"
"d007317","insemination artificial homologous","insemination homologous","aih","husband artificial insemination"
"d007321","inspiratory reserve volume",
"d007332","insulin infusion systems","programmable implantable insulin pump","insulin pump programmable implantable","endocrine pancreas artificial","artificial beta cell"
"d015931","intensive care neonatal","infant newborn intensive care"
"d059725","interactive ventilatory support","neurally adjusted ventilatory assist","ventilation proportional assist"
"d057928","intermittent urethral catheterization","clean intermittent catheterization","urethral self catheterization"
"d019934","international normalized ratio","inr"
"d007404","intervertebral disc chemolysis","chemolyses intervertebral disc","discolysis","discolyses","chemolysis intervertebral disk","chemolyses intervertebral disk","nucleolysis intervertebral disc","intervertebral disc nucleolyses","nucleolysis intervertebral disk","intervertebral disk nucleolyses","chemonucleolysis","chemonucleolyses"
"d007407","interviews as topic","interview telephone","group interview","interviewer"
"d064795","intraoperative neurophysiological monitoring","monitoring intraoperative neurophysiologic"
"d007433","intrauterine device expulsion","iud expulsion"
"d058736","intrauterine device migration","migration iud"
"d007435","intrauterine devices copper","copper releasing iud"
"d007436","intrauterine devices medicated","device hormone releasing intrauterine","iud hormone releasing","device progesterone releasing intrauterine"
"d000075663","ion mobility spectrometry","differential mobility analysis"
"d017736","ion selective electrodes","electrode ion selective"
"d019157","ischemic preconditioning myocardial","preconditioning myocardial"
"d000067268","isolated heart preparation","isolated perfused heart model","perfused heart langendorff","langendorff perfused isolated heart preparation","working heart preparation technique","working heart preparation","working heart technique","isolated heart preparation technique"
"d019248","jaw fixation techniques","fixation technic jaw","technic jaw fixation","maxillomandibular fixation"
"d007574","jaw relation record","sirognathography","bite registration","axiography"
"d057913","joint capsule release","release capsular","contracture release capsular","capsular release arthroscopic"
"d053208","kaplan meier estimate","kaplan meier test","product limit method","kaplan meier analysis","kaplan meier survival curves"
"d017567","karnofsky performance status","karnofsky performance status scale","karnofsky scale","karnofsky index"
"d007677","kidney function tests",
"d000071117","laboratory critical values","alert value laboratory"
"d007789","lactose tolerance test",
"d061346","laser capture microdissection",
"d017078","laser doppler flowmetry","flowmetry laser doppler","velocimetry laser doppler","laser doppler velocimetry"
"d047569","laser scanning cytometry",
"d053844","lasers solid state","yag laser erbium","er yag laser","holmium yag laser","ho yag laser","holmium laser","laser ysgg","laser yttrium scandium gallium garnet","ktp laser","laser ruby","laser yag","laser ylf","laser yttrium lithium fluoride","alexandrite laser","laser nd yag"
